日期,證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1150326","3008","大立光","453728","1010131370","2250.00","2250.00","2210.00","2210.00","-10.0000","2737"
"1150326","3010","華立","724219","91534258","129.00","130.50","124.00","124.50","-4.0000","2430"
"1150326","3011","今皓","2378551","31182761","12.65","13.50","12.65","12.65","0.0500","1301"
"1150326","3013","晟銘電","1325538","130250517","99.00","100.50","96.50","96.50","-2.2000","1655"
"1150326","3014","聯陽","417597","48813604","117.00","118.00","116.00","116.00","-1.0000","1232"
"1150326","3015","全漢","147312","7589730","51.50","51.90","51.10","51.30","0.2000","172"
"1150326","3016","嘉晶","1633993","99903166","61.60","62.70","59.60","59.80","-1.0000","1417"
"1150326","3017","奇鋐","8504254","19327999055","2200.00","2310.00","2175.00","2275.00","175.0000","20963"
"1150326","3018","隆銘綠能","7145","85766","12.00","12.00","12.00","12.00","0.1000","58"
"1150326","3019","亞光","1677913","216365950","131.50","131.50","127.50","128.50","0.5000","2722"
"1150326","3021","鴻名","99010","1594212","16.15","16.40","16.00","16.00","-0.3000","70"
"1150326","3022","威強電","716784","45272507","64.10","64.20","62.60","62.60","-0.9000","581"
"1150326","3023","信邦","3689635","924525703","256.50","256.50","247.00","247.00","-9.0000","5391"
"1150326","3024","憶聲","458060","4663196","10.25","10.25","10.10","10.15","0.0000","267"
"1150326","3025","星通","446481","27389383","61.60","62.90","60.00","60.00","-1.6000","538"
"1150326","3026","禾伸堂","3198780","468621115","146.50","146.50","146.50","146.50","13.0000","2458"
"1150326","3027","盛達","455966","9381439","20.25","20.95","20.25","20.35","0.4500","520"
"1150326","3028","增你強","3099511","169175378","55.00","55.70","53.60","53.80","-0.6000","2440"
"1150326","3029","零壹","1954934","188869227","99.20","99.80","94.60","95.50","-3.2000","4372"
"1150326","3030","德律","3859511","981976049","255.50","260.50","247.50","253.00","2.0000","4471"
"1150326","3031","佰鴻","6248345","150815509","24.55","24.85","23.35","23.80","-0.6000","3559"
"1150326","3032","偉訓","280732","18393517","66.00","66.40","64.90","65.40","0.2000","282"
"1150326","3033","威健","4062487","135076335","33.70","33.70","32.90","33.10","-0.3500","2427"
"1150326","3034","聯詠","7237544","2823827339","377.00","398.00","376.00","392.00","14.5000","12338"
"1150326","3035","智原","2131896","326520332","151.50","155.50","151.00","151.00","-0.5000","2371"
"1150326","3036","文曄","9342278","2144002969","236.00","237.00","226.00","227.00","-10.5000","7045"
"1150326","3037","欣興","8065176","4192122388","510.00","538.00","500.00","502.00","-4.0000","10460"
"1150326","3038","全台","151897","3188696","21.10","21.10","20.90","20.90","0.0000","206"
"1150326","3040","遠見","515656","27037546","50.80","54.00","50.80","52.70","1.9000","416"
"1150326","3041","揚智","610620","14281551","23.60","24.10","23.00","23.00","-0.6000","799"
"1150326","3042","晶技","1032792","93762847","92.10","92.10","90.00","90.10","-1.6000","1936"
"1150326","3043","科風","42808","886225","20.80","20.85","20.60","20.60","0.0000","128"
"1150326","3044","健鼎","1981398","716773793","359.00","368.00","356.00","356.00","-1.0000","2652"
"1150326","3045","台灣大","3742610","408460193","109.50","109.50","109.00","109.00","0.0000","1593"
"1150326","3046","建碁","76435","3625363","47.85","47.85","47.10","47.20","0.0000","103"
"1150326","3047","訊舟","2215207","36952320","16.40","17.25","16.20","16.20","-0.1000","1419"
"1150326","3048","益登","2342043","88651254","38.50","38.90","37.10","37.10","-1.2000","1982"
"1150326","3049","精金","51579047","676326894","11.85","14.40","11.85","13.85","0.7000","18552"
"1150326","3050","鈺德","1682755","23591210","14.05","14.25","13.85","13.95","0.0000","770"
"1150326","3051","力特","383042","7871130","21.00","21.00","20.25","20.30","-0.5000","452"
"1150326","3052","夆典","357363","3965696","11.05","11.15","11.00","11.05","0.0500","406"
"1150326","3054","立萬利","161130","10702695","65.00","69.50","65.00","65.00","0.0000","168"
"1150326","3055","蔚華科","243720","14473657","60.60","61.40","58.30","58.30","-2.3000","349"
"1150326","3056","富華新","1156348","17230164","15.00","15.15","14.80","14.80","-0.1000","729"
"1150326","3057","喬鼎","142428","2384861","17.05","17.10","16.40","16.75","0.2000","234"
"1150326","3058","立德","3696320","38745618","9.74","10.65","9.70","10.40","0.7000","1765"
"1150326","3059","華晶科","1503435","56079224","37.50","37.90","36.75","36.75","-0.6500","1304"
"1150326","3060","銘異","4217440","138250244","32.55","34.00","31.90","32.05","-0.3500","3262"
"1150326","3062","建漢","15476388","409365733","27.00","27.10","25.35","25.45","-0.2000","8595"
"1150326","3090","日電貿","1343555","125980812","94.50","95.30","92.50","92.50","-1.1000","1254"
"1150326","3092","鴻碩","563455","17207961","30.35","31.20","30.10","30.10","-0.2500","606"
"1150326","3094","聯傑","148431","3472580","23.60","23.70","23.15","23.15","-0.3000","291"
"1150326","3130","一零四","35881","7975242","222.00","223.50","221.50","221.50","-0.5000","226"
"1150326","3135","凌航","10657918","1252799113","124.50","126.50","113.50","113.50","-12.5000","8127"
"1150326","3138","耀登","6500735","1203391901","178.50","193.00","177.50","177.50","2.0000","7811"
"1150326","3149","正達","11550821","547857475","44.05","48.50","43.95","46.60","2.5000","7521"
"1150326","3150","鈺寶-創","254880","4881258","19.75","19.75","18.50","18.50","-0.8500","209"
"1150326","3164","景岳","101501","1857122","18.10","18.60","18.00","18.30","0.0500","139"
"1150326","3167","大量","639669","228220957","365.00","365.00","349.00","349.50","1.0000","975"
"1150326","3168","眾福科","17308","714748","41.60","41.60","41.20","41.25","-0.3500","17"
"1150326","3189","景碩","6883559","2471443950","352.00","370.00","351.50","351.50","0.0000","11135"
"1150326","3209","全科","2317904","101553828","43.50","44.25","43.20","43.85","0.4000","1993"
"1150326","3229","晟鈦","268761","5638553","20.20","21.95","20.00","20.75","0.3000","167"
"1150326","3231","緯創","23871544","3054318969","128.50","129.00","127.00","127.00","-1.0000","14865"
"1150326","3257","虹冠電","147046","8160193","55.50","56.20","55.00","55.00","-0.5000","194"
"1150326","3266","昇陽","73015","986452","13.75","13.75","13.45","13.45","0.0500","37"
"1150326","3296","勝德","12548","271485","21.30","21.90","21.30","21.60","0.0000","27"
"1150326","3305","昇貿","3458910","367343740","104.00","110.00","103.00","103.00","0.5000","3637"
"1150326","3308","聯德","146544","3120749","21.60","21.90","21.00","21.00","-0.3000","165"
"1150326","3311","閎暉","193529","6374199","33.45","33.50","32.50","32.50","-0.9500","1174"
"1150326","3312","弘憶股","554618","19768526","36.25","36.40","35.15","35.15","-0.6500","479"
"1150326","3321","同泰","232258","3829795","16.80","16.85","16.15","16.25","-0.3500","268"
"1150326","3338","泰碩","835620","51896941","62.30","63.90","60.50","60.60","-1.2000","1523"
"1150326","3346","麗清","227777","4326128","18.95","19.20","18.80","18.80","-0.1500","200"
"1150326","3356","奇偶","307882","15564518","50.00","51.20","50.00","50.00","-0.1000","1738"
"1150326","3376","新日興","4726508","1014217902","221.50","221.50","209.50","210.00","-7.5000","5101"
"1150326","3380","明泰","13417205","500347507","36.85","38.25","36.25","36.25","-0.2000","8126"
"1150326","3406","玉晶光","781226","360007467","471.50","472.50","452.00","452.00","-16.0000","3361"
"1150326","3413","京鼎","3531463","1107405102","326.00","326.00","307.00","311.50","-12.0000","11691"
"1150326","3416","融程電","196641","29448675","152.00","152.50","148.00","148.00","-4.0000","481"
"1150326","3419","譁裕","220414","3602114","16.55","16.60","16.10","16.25","-0.1500","166"
"1150326","3432","台端","52242","886094","17.20","17.20","16.65","17.15","-0.1000","68"
"1150326","3437","榮創","1089673","24390297","23.05","23.45","21.50","21.70","-1.0000","823"
"1150326","3443","創意","2718187","6828018530","2490.00","2570.00","2455.00","2540.00","65.0000","6954"
"1150326","3447","展達","174182","6959731","39.35","40.60","39.35","39.50","0.1500","136"
"1150326","3450","聯鈞","22406480","6485525388","282.00","302.50","278.00","279.00","1.0000","23087"
"1150326","3481","群創","248645740","6410609066","26.00","26.55","25.00","25.00","-0.6500","82287"
"1150326","3494","誠研","114560","917222","8.05","8.08","7.90","8.06","-0.0700","119"
"1150326","3501","維熹","101065","4880153","48.05","48.80","48.05","48.25","0.4500","228"
"1150326","3504","揚明光","313603","17734945","58.30","59.10","55.40","55.50","-2.3000","343"
"1150326","3515","華擎","740105","160443497","220.00","221.50","214.00","214.50","-3.5000","834"
"1150326","3518","柏騰","221162","4935924","22.80","22.80","22.05","22.05","-0.0500","233"
"1150326","3528","安馳","204346","13094277","63.10","64.90","63.10","64.30","1.5000","196"
"1150326","3530","晶相光","94693","5589824","59.90","59.90","58.40","59.00","0.8000","124"
"1150326","3532","台勝科","3814142","550207232","138.50","146.00","138.50","146.00","13.0000","2264"
"1150326","3533","嘉澤","2887477","6520355485","2220.00","2295.00","2195.00","2270.00","120.0000","4393"
"1150326","3535","晶彩科","2101493","251238010","121.50","123.00","116.50","116.50","-4.5000","3248"
"1150326","3543","州巧","2047729","101768128","51.30","51.80","48.70","48.70","-2.1000","1458"
"1150326","3545","敦泰","1221965","53999351","43.65","45.25","43.50","43.60","0.3500","1747"
"1150326","3550","聯穎","1124048","20050403","17.75","18.25","17.45","17.50","-0.2500","915"
"1150326","3557","嘉威","73786","2248671","30.30","30.95","30.25","30.60","0.1000","112"
"1150326","3563","牧德","5039812","3923040665","756.00","815.00","742.00","784.00","40.0000","7830"
"1150326","3576","聯合再生","40045391","998714925","25.00","25.00","24.15","25.00","2.2500","13732"
"1150326","3583","辛耘","9981090","5079534789","517.00","532.00","490.00","501.00","4.0000","14171"
"1150326","3588","通嘉","170927","8531716","50.60","50.90","49.20","49.35","-0.8500","925"
"1150326","3591","艾笛森","6028517","129898850","20.90","22.10","20.50","21.15","0.2000","3666"
"1150326","3592","瑞鼎","1196066","263471234","215.00","225.00","215.00","223.00","8.5000","2682"
"1150326","3593","力銘","37035","497530","13.50","13.50","12.75","13.35","0.1000","141"
"1150326","3596","智易","5281028","890005055","171.50","173.50","164.00","165.50","0.0000","5126"
"1150326","3605","宏致","1111905","66947801","59.60","61.30","59.10","59.30","0.2000","997"
"1150326","3607","谷崧","159334","2297825","14.65","14.65","14.30","14.35","-0.1500","170"
"1150326","3617","碩天","140396","24317113","175.50","176.00","171.50","171.50","-2.5000","264"
"1150326","3622","洋華","149463","8894965","59.40","60.00","58.90","59.00","-0.7000","199"
"1150326","3645","達邁","4905819","380308508","77.50","79.50","75.50","75.70","-1.3000","3958"
"1150326","3652","精聯","15005","410385","27.50","27.50","27.05","27.05","-0.1000","15"
"1150326","3653","健策","1294550","5132399805","3945.00","4060.00","3870.00","3940.00","-5.0000","5313"
"1150326","3661","世芯-KY","2377577","7412518300","3155.00","3235.00","3065.00","3065.00","-85.0000","22683"
"1150326","3665","貿聯-KY","3437183","6416338840","1850.00","1930.00","1810.00","1815.00","10.0000","6622"
"1150326","3669","圓展","49772","1661610","33.65","33.70","33.10","33.25","-0.4000","54"
"1150326","3673","TPK-KY","9106567","423618999","45.30","47.20","45.20","46.20","1.4500","5349"
"1150326","3679","新至陞","27738","3306404","120.00","120.00","118.50","119.00","-1.0000","105"
"1150326","3686","達能","254798","4843202","18.90","19.20","18.75","18.90","0.0000","487"
"1150326","3694","海華","510282","28374985","56.10","56.40","54.90","54.90","-0.6000","592"
"1150326","3701","大眾控","5256920","321210572","63.90","63.90","58.00","58.00","-2.0000","4093"
"1150326","3702","大聯大","19200024","1848091753","97.60","98.40","94.30","95.10","-0.7000","13904"
"1150326","3703","欣陸","1366633","31484784","23.15","23.40","22.70","22.75","-0.4000","614"
"1150326","3704","合勤控","2563186","86093520","33.50","34.30","32.75","32.75","-0.1500","2191"
"1150326","3705","永信","559223","30306520","53.60","54.70","53.60","54.10","1.0000","376"
"1150326","3706","神達","5799614","462172233","80.40","80.90","79.00","79.00","-1.0000","6179"
"1150326","3708","上緯投控","917984","111403548","121.50","123.50","119.50","120.00","-0.5000","1661"
"1150326","3711","日月光投控","19941819","7191078917","353.00","366.00","352.50","359.00","7.0000","19454"
"1150326","3712","永崴投控","361797","8534166","23.60","23.80","23.40","23.50","0.2000","301"
"1150326","3714","富采","30555566","1565816074","50.00","53.10","49.95","50.10","1.5000","19380"
"1150326","3715","定穎投控","64174462","12261481975","187.00","197.00","185.00","185.00","2.0000","51983"
"1150326","3716","中化控股","100285","3315052","33.30","33.30","32.95","33.00","-0.1000","415"
"1150326","3717","聯嘉投控","3708656","83258034","23.05","23.20","21.60","21.60","-0.3000","2480"
"1150326","4104","佳醫","202558","15557381","76.70","77.00","76.50","76.90","0.5000","428"
"1150326","4106","雃博","98844","2197722","22.35","22.40","22.15","22.40","0.0500","73"
"1150326","4108","懷特","85605","1117918","13.30","13.30","12.95","12.95","-0.1500","227"
"1150326","4119","旭富","71258","3739890","52.90","52.90","52.20","52.70","0.4000","85"
"1150326","4133","亞諾法","104506","2430383","24.05","24.05","23.05","23.15","0.0500","1244"
"1150326","4137","麗豐-KY","70351","7538531","108.00","108.00","106.50","107.00","-1.0000","98"
"1150326","4142","國光生","1454499","26978619","18.70","18.85","18.35","18.35","-0.2500","1263"
"1150326","4148","全宇生技-KY","45341","1903116","41.95","42.65","41.50","41.90","0.1500","50"
"1150326","4155","訊映","175534","2331425","13.45","13.45","13.20","13.30","-0.1500","417"
"1150326","4164","承業醫","1105631","34313160","31.85","31.85","30.70","30.70","-0.8000","926"
"1150326","4190","佐登-KY","15927","440371","27.70","27.70","27.55","27.70","0.0000","92"
"1150326","4306","炎洲","3182558","43769453","13.50","13.90","13.50","13.75","0.3000","1393"
"1150326","4414","如興","1254189","15324111","12.25","12.45","12.00","12.20","0.0000","472"
"1150326","4426","利勤","111812","1017034","9.22","9.22","9.04","9.04","0.0000","63"
"1150326","4438","廣越","87941","5020642","57.90","58.00","56.50","56.80","-0.8000","173"
"1150326","4439","冠星-KY","7074","593040","83.70","84.80","83.40","83.50","-1.5000","11"
"1150326","4440","宜新實業","255000","4436750","17.35","17.50","17.35","17.45","0.1000","27"
"1150326","4441","振大環球","25026","5010791","200.00","201.50","199.00","200.50","-1.5000","22"
"1150326","4526","東台","6600220","230515232","34.45","35.85","33.95","34.00","-0.8000","4204"
"1150326","4532","瑞智","1983513","53803970","27.05","27.30","26.90","27.10","0.3500","1166"
"1150326","4536","拓凱","183861","27786164","152.50","152.50","150.00","151.00","-0.5000","243"
"1150326","4540","全球傳動","1329271","59193957","45.75","45.75","44.00","44.00","-1.2000","1394"
"1150326","4545","銘鈺","92125","2937293","32.10","32.50","31.30","31.30","-0.6000","119"
"1150326","4551","智伸科","664777","88665752","134.50","135.50","131.50","131.50","-2.5000","1131"
"1150326","4552","力達-KY","49017","1033088","21.25","21.25","21.00","21.25","-0.0500","71"
"1150326","4555","氣立","68943","2482592","36.10","37.15","35.50","35.75","-0.6500","71"
"1150326","4557","永新-KY","69501","4118376","59.00","59.70","58.90","58.90","-0.1000","330"
"1150326","4560","強信-KY","162000","5261200","32.65","32.70","32.35","32.55","0.0000","64"
"1150326","4562","穎漢","160790","5103600","32.80","32.80","31.35","31.40","-0.7000","182"
"1150326","4564","元翎","1192367","23135978","19.85","20.05","19.10","19.25","-0.5500","974"
"1150326","4566","時碩工業","636885","38515615","62.20","62.30","59.40","59.40","-2.4000","1210"
"1150326","4569","六方科-KY","158269","22002915","143.00","143.00","136.50","136.50","-6.5000","215"
"1150326","4571","鈞興-KY","203686","33029628","164.00","164.50","160.50","160.50","-2.0000","259"
"1150326","4572","駐龍","14006","2000955","142.00","143.00","142.00","142.00","0.0000","30"
"1150326","4576","大銀微系統","8001181","1073292616","132.50","141.00","124.50","137.50","8.5000","7724"
"1150326","4581","光隆精密-KY","21602","1066771","49.00","49.80","49.00","49.50","0.5000","25"
"1150326","4583","台灣精銳","413159","283676661","660.00","700.00","660.00","679.00","20.0000","1417"
"1150326","4585","達明","199221","60115797","304.00","307.50","298.00","298.00","-7.0000","669"
"1150326","4588","玖鼎電力","128501","7798826","60.00","61.20","59.40","60.70","0.7000","99"
"1150326","4590","富田-創","172397","12961864","75.50","76.30","74.20","74.30","-0.1000","163"
"1150326","4720","德淵","7220207","133275764","18.90","19.00","18.00","18.00","-0.1500","2832"
"1150326","4722","國精化","912125","155472483","176.00","176.00","168.00","168.00","-5.0000","1102"
"1150326","4736","泰博","114735","14286032","124.00","125.00","124.00","124.00","0.0000","147"
"1150326","4737","華廣","92900","6082881","65.10","65.80","64.90","64.90","0.0000","105"
"1150326","4739","康普","3501156","295906279","85.20","86.30","83.10","83.40","-1.6000","3365"
"1150326","4746","台耀","1273715","70903145","56.00","57.10","54.40","54.40","-0.9000","895"
"1150326","4755","三福化","1487237","219815366","154.50","154.50","143.50","144.00","-8.5000","1505"
"1150326","4763","材料*-KY","3401596","150324482","44.20","44.70","43.75","44.15","0.3000","2325"
"1150326","4764","雙鍵","2421247","317814290","131.00","136.00","127.00","129.00","-1.5000","2074"
"1150326","4766","南寶","867852","287850469","345.00","345.00","324.50","325.00","-15.5000","1808"
"1150326","4770","上品","349590","79721668","232.50","233.00","225.00","225.00","-3.5000","544"
"1150326","4771","望隼","108049","20899148","195.00","196.50","191.00","191.00","-3.0000","168"
"1150326","4807","日成-KY","61955","980154","15.80","15.95","15.70","15.70","-0.1000","265"
"1150326","4904","遠傳","7239070","671192580","93.80","93.80","92.10","92.30","-1.7000","3427"
"1150326","4906","正文","16098854","589217874","36.60","36.60","36.60","36.60","3.3000","5335"
"1150326","4912","聯德控股-KY","217453","19456578","91.50","91.50","88.00","88.00","-2.1000","1986"
"1150326","4915","致伸","1909003","137982673","72.50","72.80","71.90","71.90","0.0000","1300"
"1150326","4916","事欣科","4658117","278196445","60.90","62.20","57.80","57.80","-2.3000","6210"
"1150326","4919","新唐","17559988","1710304837","103.00","103.00","93.20","93.20","-7.8000","14683"
"1150326","4927","泰鼎-KY","6767336","295302797","43.00","44.85","42.50","42.50","-0.1500","4562"
"1150326","4930","燦星網","69819","1374703","19.60","19.80","19.55","19.70","0.0000","325"
"1150326","4934","太極","1603035","29211991","18.35","18.65","17.85","17.85","-0.3000","936"
"1150326","4935","茂林-KY","325868","12505572","36.60","39.20","36.60","38.70","2.2500","264"
"1150326","4938","和碩","25011228","2030608163","79.50","83.50","79.50","80.70","3.3000","16625"
"1150326","4942","嘉彰","70208","2660720","37.90","38.15","37.45","37.90","0.4000","49"
"1150326","4943","康控-KY","12495","143503","11.55","11.55","11.05","11.05","-0.5000","40"
"1150326","4949","有成精密","5935739","399829528","67.00","70.30","63.80","64.00","-1.5000","4369"
"1150326","4952","凌通","259624","10952108","42.25","43.05","41.50","41.50","-0.7500","308"
"1150326","4956","光鋐","16850059","609413285","37.40","38.00","34.75","35.10","-2.1000","10098"
"1150326","4958","臻鼎-KY","42853097","9348029755","210.50","225.00","207.00","218.50","11.0000","36904"
"1150326","4960","誠美材","7517868","199241031","26.10","27.20","25.00","25.00","-1.6500","4250"
"1150326","4961","天鈺","655133","93108573","142.50","143.00","140.50","143.00","1.5000","2783"
"1150326","4967","十銓","18210581","4371866603","248.50","251.00","229.50","229.50","-25.0000","17799"
"1150326","4968","立積","1221346","133130303","110.00","113.00","105.50","106.00","-2.5000","2345"
"1150326","4976","佳凌","348398","10086313","29.45","29.45","28.65","28.80","-0.2500","495"
"1150326","4977","眾達-KY","28482360","5815860967","202.50","214.00","196.00","196.00","-3.5000","31197"
"1150326","4989","榮科","19296446","1311414960","67.20","70.50","65.90","65.90","-1.1000","12362"
"1150326","4994","傳奇","11508","1069828","92.30","94.00","91.90","91.90","-0.6000","21"
"1150326","4999","鑫禾","67863","1482774","21.80","21.95","21.80","21.80","0.0000","392"
"1150326","5007","三星","39376","2257896","57.40","57.50","57.00","57.00","0.0000","45"
"1150326","5203","訊連","140773","8933863","63.80","64.10","62.90","63.10","-0.2000","338"
"1150326","5215","科嘉-KY","18964","718930","37.95","38.00","37.90","37.90","-0.1000","27"
"1150326","5222","全訊","565578","76207835","135.50","138.00","132.00","132.50","-2.5000","892"
"1150326","5225","東科-KY","911277","82378236","91.70","91.70","90.00","90.00","-0.8000","851"
"1150326","5234","達興材料","633548","232506897","372.00","379.00","358.00","358.00","-9.0000","1564"
"1150326","5243","乙盛-KY","4223239","313944312","74.40","75.60","71.60","74.00","1.0000","2815"
"1150326","5244","弘凱","6412888","279548821","45.10","45.55","39.00","39.00","-2.4500","3877"
"1150326","5258","虹堡","644164","30824541","46.75","48.40","46.60","48.15","1.5500","1343"
"1150326","5269","祥碩","574339","688745690","1190.00","1220.00","1180.00","1180.00","5.0000","1998"
"1150326","5283","禾聯碩","93560","5262642","56.20","56.70","56.00","56.00","-0.6000","452"
"1150326","5284","jpp-KY","1492328","423774095","289.00","289.50","278.00","280.00","-7.5000","4251"
"1150326","5285","界霖","95628","4613313","48.20","48.60","47.80","48.30","0.1000","91"
"1150326","5288","豐祥-KY","155673","21967048","140.50","142.50","140.00","141.00","0.5000","239"
"1150326","5292","華懋","1746205","406319457","231.00","240.50","223.00","234.50","14.5000","4508"
"1150326","5306","桂盟","57580","5113467","89.80","89.80","88.40","88.40","-0.6000","409"
"1150326","5388","中磊","2591901","198121667","77.30","78.40","75.10","75.20","-1.3000","2712"
"1150326","5434","崇越","316960","102371034","328.50","328.50","318.50","319.00","-7.0000","2117"
"1150326","5469","瀚宇博","1783708","149352866","83.00","85.20","82.40","82.60","0.0000","2181"
"1150326","5471","松翰","512121","20682948","41.00","41.00","39.60","40.40","-0.1000","491"
"1150326","5484","慧友","231817","9406428","41.90","41.90","39.80","40.10","-1.1500","479"
"1150326","5515","建國","552477","20887991","38.10","38.10","37.50","37.60","-0.3000","680"
"1150326","5519","隆大","376127","12739662","33.95","34.10","33.70","33.80","-0.0500","353"
"1150326","5521","工信","3195198","43725758","13.45","14.15","13.35","13.35","-0.4000","1799"
"1150326","5522","遠雄","1216318","89759675","73.80","74.60","72.90","73.20","0.3000","1605"
"1150326","5525","順天","30915","792603","25.70","25.80","25.55","25.65","0.0000","38"
"1150326","5531","鄉林","441934","3929667","8.99","8.99","8.85","8.93","-0.0100","202"
"1150326","5533","皇鼎","96294","1393023","14.40","14.55","14.40","14.45","0.0500","42"
"1150326","5534","長虹","688891","53202061","77.10","78.10","76.50","77.00","-0.1000","842"
"1150326","5538","東明-KY","24282","734987","30.80","30.90","30.05","30.05","0.2500","26"
"1150326","5546","永固-KY","5029","87208","17.55","17.55","17.00","17.35","0.2000","7"
"1150326","5607","遠雄港","293228","13623214","46.95","46.95","46.10","46.20","-0.5500","280"
"1150326","5608","四維航","1313355","21981269","16.90","17.00","16.60","16.60","-0.3500","1020"
"1150326","5706","鳳凰","225360","11768137","52.20","52.50","51.90","51.90","0.0000","486"
"1150326","5871","中租-KY","8909233","970379963","108.50","109.50","107.50","109.00","2.0000","5598"
"1150326","5871A","中租-KY甲特","31230","3170850","102.00","102.00","101.50","101.50","0.0000","19"
"1150326","5876","上海商銀","5119124","202710801","39.65","39.75","39.40","39.65","0.1000","2304"
"1150326","5880","合庫金","13172877","310170716","23.45","23.65","23.35","23.50","0.1500","4944"
"1150326","5906","台南-KY","1773","84396","47.95","47.95","47.95","47.95","0.0000","5"
"1150326","5907","大洋-KY","192205","1132793","5.92","5.98","5.79","5.84","-0.0800","105"
"1150326","6005","群益證","3487408","98288043","28.30","28.45","27.95","28.15","-0.0500","1887"
"1150326","6024","群益期","182753","9987070","55.20","55.20","54.40","54.70","-0.2000","185"
"1150326","6108","競國","189513","3120225","16.60","16.60","16.35","16.35","-0.1000","368"
"1150326","6112","邁達特","366937","16389117","45.20","45.30","44.30","44.45","-0.4500","401"
"1150326","6115","鎰勝","95397","4489517","47.45","47.45","47.00","47.10","0.1500","78"
"1150326","6116","彩晶","11144621","93704023","8.48","8.53","8.30","8.31","-0.1000","3512"
"1150326","6117","迎廣","196181","14278815","72.60","73.40","72.30","72.60","0.5000","162"
"1150326","6120","達運","2017198","26536165","13.40","13.60","12.90","12.90","-0.3500","1094"
"1150326","6128","上福","62314","1344622","21.35","21.85","21.35","21.45","-0.0500","52"
"1150326","6133","金橋","1551108","36611161","23.70","24.25","22.90","23.00","-0.4000","1025"
"1150326","6136","富爾特","192494","4707460","24.30","24.55","24.30","24.40","0.1500","234"
"1150326","6139","亞翔","11115049","6825847567","659.00","669.00","589.00","589.00","-65.0000","26430"
"1150326","6141","柏承","1443658","31679301","21.75","22.40","21.25","21.40","-1.6000","696"
"1150326","6142","友勁","622396","6317362","10.15","10.35","10.00","10.00","-0.1500","567"
"1150326","6152","百一","5500097","103888055","19.10","19.40","18.50","18.50","-0.2500","1523"
"1150326","6153","嘉聯益","2307872","38328692","16.75","17.00","16.35","16.35","-0.2000","1230"
"1150326","6155","鈞寶","609818","26902404","44.95","45.75","42.90","42.90","-1.3500","597"
"1150326","6164","華興","511272","6492006","12.75","13.00","12.50","12.55","-0.1000","602"
"1150326","6165","浪凡","570099","27370071","47.90","48.75","47.40","47.40","-0.0500","522"
"1150326","6166","凌華","289474","17422648","61.00","61.00","59.80","59.80","-0.8000","316"
"1150326","6168","宏齊","22186255","584622689","26.85","27.50","25.20","25.50","-1.3500","10851"
"1150326","6176","瑞儀","3697606","341906248","92.30","94.50","91.40","91.40","-0.6000","3790"
"1150326","6177","達麗","310304","14975009","48.05","48.95","47.80","47.80","-0.4000","462"
"1150326","6183","關貿","16878","1570758","95.10","95.10","92.60","92.60","-0.6000","569"
"1150326","6184","大豐電","38976","1866612","48.10","48.10","47.80","47.85","-0.1000","91"
"1150326","6189","豐藝","443316","20939833","47.85","47.85","47.00","47.00","-0.6000","1391"
"1150326","6191","精成科","3049999","288265667","94.80","96.60","92.40","92.40","-1.7000","3313"
"1150326","6192","巨路","129886","15515896","120.00","120.50","118.50","119.50","0.5000","177"
"1150326","6196","帆宣","2821772","837279600","305.00","307.50","288.00","290.00","-10.0000","3704"
"1150326","6197","佳必琪","3293881","568356227","176.50","178.00","168.50","169.50","-6.5000","4971"
"1150326","6201","亞弘電","18603","943089","51.10","51.10","50.40","50.70","-0.2000","56"
"1150326","6202","盛群","1470810","75026259","51.80","52.40","50.00","50.40","-1.4000","1622"
"1150326","6205","詮欣","2125146","122495598","60.20","60.70","55.70","55.70","-3.9000","1898"
"1150326","6206","飛捷","346515","35117120","102.00","102.50","100.50","101.00","-0.5000","389"
"1150326","6209","今國光","1945582","102356195","53.90","54.20","51.80","51.80","-1.7000","1585"
"1150326","6213","聯茂","17160291","2524470441","145.50","151.50","143.50","144.00","-1.5000","12220"
"1150326","6214","精誠","281720","30831007","110.00","110.00","109.00","109.00","-1.0000","784"
"1150326","6215","和椿","692358","71487226","105.50","105.50","101.50","101.50","-3.0000","1999"
"1150326","6216","居易","90224","2307253","25.55","25.95","25.30","25.55","0.0500","122"
"1150326","6224","聚鼎","149393","6135807","41.15","41.75","40.25","40.25","-0.8500","259"
"1150326","6225","天瀚","19168","400076","21.20","21.20","20.50","20.50","-0.7000","24"
"1150326","6226","光鼎","1359837","17623984","13.50","13.50","12.45","12.45","-0.7500","1048"
"1150326","6230","尼得科超眾","154234","24582722","160.50","163.50","153.50","156.00","0.5000","305"
"1150326","6235","華孚","344916","16333541","48.25","48.25","46.80","46.80","-0.7000","436"
"1150326","6239","力成","9624054","1971389314","207.50","211.50","198.50","198.50","-5.0000","11466"
"1150326","6243","迅杰","128572","3934678","30.55","31.50","30.10","30.10","-0.3000","485"
"1150326","6257","矽格","27253421","3942699373","139.50","150.50","137.00","146.00","9.0000","23570"
"1150326","6269","台郡","1699078","105572887","61.80","63.10","61.20","61.20","-0.4000","2130"
"1150326","6271","同欣電","3299555","502895739","153.00","156.50","148.00","148.00","-3.0000","3904"
"1150326","6272","驊陞","277670","9276145","33.60","34.20","32.95","33.45","0.5000","182"
"1150326","6277","宏正","912911","58759203","60.40","65.40","60.20","65.40","5.9000","939"
